,Date,Receipt ID,Item,Department,Category,Fineline,Brand,Quantity,Total Sales,Price per Quantity,Customer Account,Gender,Age,Day
142,2008-07-21,298-00073,PARAS TEA STRAINER 9CM,KITCHEN AND DINING,KITCHENWARES,KITCHEN UTENSILS,PARAS,2.0,24.0,12,CD-643671,Female,40 -50,Monday
143,2008-07-27,298-01228,STONEY TANGAWIZI 500ML PET,COLD BEVERAGE,SODA,REGULAR,STONEY,1.0,60.0,60,CD-558708,Female,40 -50,Sunday
144,2008-07-27,298-01283,EXE MANDAZI 2KG,FLOUR,WHEAT FLOUR,MANDAZI WHEAT FLOUR,EXE,1.0,144.0,144,CD-276789,Male,29 -39,Sunday
145,2008-07-26,298-01033,TES PREM.T/PAPER 4S,PAPER + PLASTICS,TISSUE PAPERS,VIRGIN,TES,1.0,99.0,99,CD-203882,Female,40 -50,Saturday
146,2008-07-27,298-01317,GARNIER E&M OILY SKIN 40ML,BEAUTY,BODY CARE,SKIN CREAMS,GARNIER,1.0,492.0,577,CD-667740,Female,40 -50,Sunday
147,2008-07-27,298-01324,DELAMERE VANILLA F/YGHT 450ML C,DAIRY,YOGHURT,PREMIUM,DELAMERE,2.0,244.0,122,CD-095693,Male,18 -28,Sunday
148,2008-07-27,298-01227,URBAN STIX CHUTNEY 40G,SNACKS,CRISPS,FOIL PACK CRISPS,URBAN,1.0,30.0,30,CD-681028,Female,29 -39,Sunday
149,2008-07-25,298-00983,COLGATE DENTAL CREAM 70G,PERSONAL CARE,ORAL CARE,TOOTH PASTE,COLGATE,1.0,104.0,104,CD-252130,Male,18 -28,Friday
150,2008-07-26,298-01059,COLGATE VAP D/ACTION TWIN PACK,PERSONAL CARE,ORAL CARE,TOOTH BRUSHES,COLGATE,1.0,85.0,85,CD-989663,Female,29 -39,Saturday
151,2008-07-27,298-01214,KITUI DOLA MAIZE MEAL 2KG,FLOUR,MAIZE FLOUR,STANDARD MAIZE FLOUR,KITUI,1.0,95.0,95,CD-116796,Female,29 -39,Sunday
152,2008-07-25,298-00958,OREO ORIGINAL BISCUIT 57GM,SNACKS,BISCUITS,COOKIES,OREO,1.0,50.0,50,CD-065382,Female,18 -28,Friday
153,2008-07-26,298-01059,K.C.C DELIT MANGO YGHT 500ML C,DAIRY,YOGHURT,BASIC,K.C.C,1.0,87.0,87,CD-989663,Female,29 -39,Saturday
154,2008-07-27,298-01283,URBAN STIX BARBEQUE 40G,SNACKS,CRISPS,FOIL PACK CRISPS,URBAN,1.0,30.0,30,CD-276789,Male,29 -39,Sunday
155,2008-07-21,298-00115,HARPIC P/PLUS CITRUS+B/CLEANER 500ML,HOME CLEANING,TOILET + SEPTIC CARE,LIQUID TOILET CLEANERS,HARPIC,1.0,480.0,480,CD-457610,Female,40 -50,Monday
156,2008-07-27,298-01214,TS WHITE BREAD 600G,TES BAKERY,TES BREAD,TES BREAD ROLLS,TS,1.0,65.0,65,CD-116796,Female,29 -39,Sunday
157,2008-07-26,298-01054,EXE ATTA MARK 1 2KG,FLOUR,WHEAT FLOUR,ATTA MARK FLOUR,EXE,1.0,143.0,143,CD-697506,Male,62 -72,Saturday
158,2008-07-25,298-00982,AQUACLEAR MINERAL WATER 1LTR,COLD BEVERAGE,WATER,MINERAL WATER,AQUACLEAR,3.0,159.0,53,CD-249084,Female,40 -50,Friday
159,2008-07-27,298-01156,POWERPLAY ENERGY DRINK 400ML,COLD BEVERAGE,SPORTS + ENERGY DRINKS,SPORTS DRINK,POWERPLAY,3.0,150.0,50,CD-201447,Female,18 -28,Sunday
160,2008-07-27,298-01152,TING TING COLA BUBBLE GUM,CONFECTIONERY,GUM AND MINT,FRUITY GUM,TING,2.0,10.0,5,CD-343327,Male,18 -28,Sunday
161,2008-07-27,298-01288,GOFRUT MANGO JUICE 1L,COLD BEVERAGE,JUICE,SYRUP/CONCENTRATE JUICE,GOFRUT,1.0,100.0,100,CD-084855,Female,18 -28,Sunday
162,2008-07-26,298-01015,RASASI BUBBLY GAL 200ML,PERSONAL CARE,DEODORANTS & ANTI-PERSPARANTS,DEODORANT SPRAYS,RASASI,1.0,336.0,336,CD-822352,Female,40 -50,Saturday
163,2008-07-26,298-01095,NON WOOVEN PACKAGING BAG #25,WRAPPING MATERIAL,POLYTHENE BAGS,POLYTHENE BAGS -1,NON,1.0,15.0,15,CD-225878,Female,29 -39,Saturday
164,2008-07-27,298-01317,TS CARROT MUFFIN 6'S,TES BAKERY,TES QUEEN CAKES / MUFFINS,TES MUFFINS,TS,1.0,180.0,180,CD-667740,Female,40 -50,Sunday
165,2008-07-21,298-00115,TS WHOLEMEAL BREAD 600G,TES BAKERY,TES BREAD,TES BREAD ROLLS,TS,1.0,65.0,65,CD-457610,Female,40 -50,Monday
166,2008-07-27,298-01241,J/FOREST MANGOBURST GUMMY 100G,CONFECTIONERY,GUM AND MINT,SOFT GUM,J/FOREST,1.0,95.0,95,CD-359519,Male,29 -39,Sunday
167,2008-07-27,298-01142,KOTEX ULTRATHIN SUPER 8'S,PERSONAL CARE,SANITARY,SANITARY TOWELS,KOTEX,2.0,130.0,90,CD-966516,Female,18 -28,Sunday
168,2008-07-25,298-00977,QUALITY BEEF BRAWN SLICED 200G,MEAT PRODUCTS,PREPACKED FRESH MEAT,PREPACKED HAMS/BRAWNS/LOAVES,QUALITY,1.0,110.0,110,CD-788122,Female,18 -28,Friday
169,2008-07-27,298-01270,INDOMIE INSTANT NOODLES 5PC,PASTA + NOODLES,NOODLES,WHEAT NOODLES,INDOMIE,3.0,294.0,98,CD-284726,Female,62 -72,Sunday
170,2008-07-26,298-01059,PELIKAN ERASSER BR40 (PC),STATIONERY,SCHOOL STATIONERY,SCHOOL SUPPLIES,PELIKAN,1.0,35.0,35,CD-989663,Female,29 -39,Saturday
171,2008-07-27,298-01283,MENTOS P/FRESH W/GREEN GUM 12G,CONFECTIONERY,GUM AND MINT,FRUITY GUM,MENTOS,1.0,66.0,66,CD-276789,Male,29 -39,Sunday
172,2008-07-27,298-01210,AJAB HOME BAKING 2KG,FLOUR,WHEAT FLOUR,WHITE WHEAT FLOUR,AJAB,1.0,127.0,127,CD-168328,Male,51 -61,Sunday
173,2008-07-25,298-00921,KAHAWA NO.1 250G,HOT BEVERAGE,COFFEE,COFFEE GROUND,KAHAWA,2.0,250.0,125,CD-233613,Male,29 -39,Friday
174,2008-07-27,298-01241,KAYSALT PREMIUM 2KG,FOOD ADDITIVES,SEASONINGS,SALT,KAYSALT,1.0,76.0,76,CD-359519,Male,29 -39,Sunday
175,2008-07-27,298-01312,BIC 1 LADY SINGLE POUCH,PERSONAL CARE,SHAVING,SHAVERS,BIC,1.0,21.0,21,CD-713788,Male,18 -28,Sunday
176,2008-07-25,298-00942,PEMBE MAIZE MEAL 2KG,FLOUR,MAIZE FLOUR,STANDARD MAIZE FLOUR,PEMBE,1.0,106.0,106,CD-034763,Female,29 -39,Friday
177,2008-07-27,298-01293,COSY PAPER SERVIETTES 100 S,PAPER + PLASTICS,PAPER TOWELS + NAPKINS,SERVIETTES,COSY,1.0,66.0,66,CD-023966,Female,29 -39,Sunday
178,2008-07-27,298-01356,KENEGG GOLDEN YORK EGG 30PC,EGGS,CHIECKEN EGGS,PREPACKED TABLE EGGS,KENEGG,1.0,429.0,429,CD-254997,Male,51 -61,Sunday
179,2008-07-27,298-01356,RHINO NDOGO MATCH BOX - 10 S,HOUSEHOLD ESSENTIALS,GAS + HEATING ACCESSORIES,FIRE LIGHTERS AND MATCHES,RHINO,2.0,64.0,32,CD-254997,Male,51 -61,Sunday
180,2008-07-27,298-01227,TS WHOLEMEAL BREAD 800G,TES BAKERY,TES BREAD,TES BREAD ROLLS,TS,1.0,85.0,85,CD-681028,Female,29 -39,Sunday
181,2008-07-21,298-00112,TENA WHITE T/PAPER 4PACK,PAPER + PLASTICS,TISSUE PAPERS,VIRGIN,TENA,1.0,99.0,99,CD-452634,Female,40 -50,Monday
182,2008-07-26,298-01080,ORAL-B 123  40 MEDIUM T/BRUSH,PERSONAL CARE,ORAL CARE,TOOTH BRUSHES,ORAL-B,2.0,100.0,50,CD-164284,Female,18 -28,Saturday
183,2008-07-27,298-01113,KABRAS PACKED SUGAR 1KG,SUGAR,WHITE SUGAR,WHITE SUGAR-1,KABRAS,1.0,99.0,99,CD-220747,Male,40 -50,Sunday
184,2008-07-27,298-01194,EXCEL PREM D/WATER 6*500ML,COLD BEVERAGE,WATER,PURIFIED DRINKING WATER,EXCEL,1.0,150.0,150,CD-440329,Male,29 -39,Sunday
185,2008-07-27,298-01241,ELITE BIRTHDAY CROWN,PARTY,PARTY ACCESSORIES,ACCESSORIES PARTY,ELITE,2.0,540.0,270,CD-359519,Male,29 -39,Sunday
186,2008-07-27,298-01210,KNORR R/MEATY SEASONING 40*4G,FOOD ADDITIVES,SEASONINGS,BOUILLONS,KNORR,1.0,130.0,130,CD-168328,Male,51 -61,Sunday
187,2008-07-27,298-01142,BROADWAYS BROWN BREAD 400G,CONFECTIONARY,BREAD,BREAD ROLLS,BROADWAYS,1.0,50.0,50,CD-966516,Female,18 -28,Sunday
188,2008-07-27,298-01263,AFRI  MASKING TAPE 24MM*50MT,STATIONERY,OFFICE STATIONERY,OFFICE ADHESIVES,AFRI,1.0,125.0,125,CD-336228,Female,40 -50,Sunday
189,2008-07-26,298-01037,NON WOOVEN PACKAGING BAG #22,WRAPPING MATERIAL,POLYTHENE BAGS,POLYTHENE BAGS -1,NON,1.0,10.0,10,CD-690239,Male,18 -28,Saturday
190,2008-07-21,298-00085,FRESHA VANILLA YOGHURT 1LTR,DAIRY,YOGHURT,BASIC,FRESHA,2.0,330.0,165,CD-770627,Female,29 -39,Monday
191,2008-07-27,298-01152,RAPID SPRING FILE P.V.C,STATIONERY,OFFICE STATIONERY,"FILE,FOLDER + WALLET",RAPID,1.0,92.0,92,CD-343327,Male,18 -28,Sunday
192,2008-07-25,298-00912,TES NON WOOVEN PRINTED B/S,WRAPPING MATERIAL,POLYTHENE BAGS,POLYTHENE BAGS -1,TES,1.0,50.0,50,CD-078948,Female,40 -50,Friday
193,2008-07-26,298-01015,OMO DETERGENT POWDER 500G,LAUNDRY,DETERGENTS,HANDWASH DETERGENTS,OMO,1.0,170.0,170,CD-822352,Female,40 -50,Saturday
194,2008-07-26,298-01059,GEISHA ALOE VERA & HONEY SOAP 225G,PERSONAL CARE,PERSONAL WASH,FAMILY SOAPS,GEISHA,1.0,85.0,85,CD-989663,Female,29 -39,Saturday
195,2008-07-27,298-01263,DAAWAT BASMATI RICE 5KG,RICE,BASMATI RICE,BASMATI RICE-1,DAAWAT,1.0,1149.0,1149,CD-336228,Female,40 -50,Sunday
196,2008-07-21,298-00076,GARLIC (KG),FRUITS + VEG,VEGETABLES,BULBS,GARLIC,0.14035088,56.0,399,CD-403137,Female,40 -50,Monday
197,2008-07-25,298-00958,TES CHEESE&ONIO CRISPS 30G,SNACKS,CRISPS,FOIL PACK CRISPS,TES,1.0,40.0,40,CD-065382,Female,18 -28,Friday
198,2008-07-27,298-01348,MENENGAI CREAM B/SOAP 1KG,LAUNDRY,LAUNDRY BARS,LONG BARS,MENENGAI,1.0,138.0,138,CD-696500,Male,18 -28,Sunday
199,2008-07-27,298-01351,ARIEL DETERGENT 500GM,LAUNDRY,DETERGENTS,HANDWASH DETERGENTS,ARIEL,1.0,99.0,99,CD-984621,Male,29 -39,Sunday
200,2008-07-26,298-01078,BIC CRISTAL RED BALL PEN,STATIONERY,SCHOOL STATIONERY,PENS + INKS,BIC,1.0,16.0,16,CD-358002,Male,18 -28,Saturday
201,2008-07-27,298-01357,KABRAS PACKED SUGAR 1KG,SUGAR,WHITE SUGAR,WHITE SUGAR-1,KABRAS,2.0,198.0,99,CD-814593,Male,18 -28,Sunday
202,2008-07-25,298-00921,ORAL B MICKEY KIDS TOOTH BRUSH,PERSONAL CARE,ORAL CARE,TOOTH BRUSHES,ORAL,1.0,150.0,150,CD-233613,Male,29 -39,Friday
203,2008-07-21,298-00093,SUNSET TEA MASALA 50G,FOOD ADDITIVES,SPICES,PACKET SPICES,SUNSET,1.0,65.0,65,CD-456972,Male,18 -28,Monday
204,2008-07-27,298-01222,KENSALT 2KG,FOOD ADDITIVES,SEASONINGS,SALT,KENSALT,1.0,66.0,66,CD-200010,Female,18 -28,Sunday
205,2008-07-27,298-01334,PASCHA FINO 500ML,DAIRY,LONGLIFE MILK,PLAIN,PASCHA,12.0,468.0,39,CD-028669,Female,18 -28,Sunday
206,2008-07-27,298-01334,FINI PICK N MIX P/KG,CONFECTIONERY,CHEWY AND HARD,FRUITY,FINI,0.18526316,352.0,1900,CD-028669,Female,18 -28,Sunday
207,2008-07-27,298-01317,ENO LEMON 24PKT,HEALTH CARE AND NUTRITION,OTC MEDICINE,STOMACH,ENO,1.0,357.0,357,CD-667740,Female,40 -50,Sunday
208,2008-07-25,298-00983,ALWAYS SOFT MAXI THICK LONG 16*7,PERSONAL CARE,SANITARY,SANITARY TOWELS,ALWAYS,1.0,50.0,50,CD-252130,Male,18 -28,Friday
209,2008-07-25,298-00912,FANTA ORANGE 2LTR,COLD BEVERAGE,SODA,REGULAR,FANTA,1.0,180.0,180,CD-078948,Female,40 -50,Friday
210,2008-07-26,298-01054,YELLOW BEANS P/KG,CEREALS & PULSES,BEANS,YELLOW BEANS,YELLOW,1.13809524,239.0,210,CD-697506,Male,62 -72,Saturday
211,2008-07-21,298-00106,NON WOOVEN PACKAGING BAG #25,WRAPPING MATERIAL,POLYTHENE BAGS,POLYTHENE BAGS -1,NON,1.0,15.0,15,CD-140098,Male,18 -28,Monday
212,2008-07-27,298-01142,MINUTE MAID TROPICAL 1L,COLD BEVERAGE,JUICE,RTD FRUIT JUICE,MINUTE,1.0,111.0,130,CD-966516,Female,18 -28,Sunday
213,2008-07-25,298-00917,TING TING COLA BUBBLE GUM,CONFECTIONERY,GUM AND MINT,FRUITY GUM,TING,4.0,20.0,5,CD-846846,Female,18 -28,Friday
214,2008-07-21,298-00086,TANGERINES IMPORTED,FRUITS + VEG,FRUITS,IMPORTED FRUIT,TANGERINES,1.155902,519.0,449,CD-143180,Male,40 -50,Monday
215,2008-07-27,298-01097,SANTA LUCIA SPAGHETTI 400G,PASTA + NOODLES,PASTA,LONG PASTA,SANTA,3.0,218.0109,109,CD-767689,Male,40 -50,Sunday
216,2008-07-27,298-01200,ILARA VANILLA YOGHURT 500ML CUP,DAIRY,YOGHURT,BASIC,ILARA,1.0,97.0,97,CD-215083,Female,18 -28,Sunday
217,2008-07-27,298-01319,TUZO VANILLA YOGHURT 200G,DAIRY,YOGHURT,BASIC,TUZO,1.0,40.0,40,CD-428186,Female,40 -50,Sunday
218,2008-07-21,298-00115,SAFISHA BATHROOM CLEANER 4 S,HOME CLEANING,SCRUBBERS + SPONGES,SCOURING PADS,SAFISHA,1.0,255.0,255,CD-457610,Female,40 -50,Monday
219,2008-07-21,298-00104,VELVEX WHITE T/PAPER 10S,PAPER + PLASTICS,TISSUE PAPERS,VIRGIN,VELVEX,1.0,299.0,375,CD-343213,Female,29 -39,Monday
220,2008-07-27,298-01274,FRESH FRI COOKING OIL 1LTR,FATS & OILS,VEGETABLE OIL,VEGETABLE OIL-1,FRESH,1.0,258.0,258,CD-948378,Female,40 -50,Sunday
221,2008-07-25,298-00917,SKITTLES 10G,CONFECTIONERY,GUM AND MINT,FRUITY GUM,SKITTLES,1.0,19.0,19,CD-846846,Female,18 -28,Friday
222,2008-07-27,298-01252,KREST BITTER LEMON 350ML,COLD BEVERAGE,SODA,REGULAR,KREST,1.0,40.0,40,CD-210961,Male,29 -39,Sunday
223,2008-07-21,298-00100,DAAWAT B/LABLE SPAGHETTI 3*400G,PASTA + NOODLES,PASTA,LONG PASTA,DAAWAT,1.0,199.0,199,CD-201290,Male,29 -39,Monday
224,2008-07-21,298-00104,FRESH FRI COOKING OIL 10LTR,FATS & OILS,VEGETABLE OIL,VEGETABLE OIL-1,FRESH,1.0,2050.0,2050,CD-343213,Female,29 -39,Monday
225,2008-07-27,298-01241,SANTA LUCIA SPAGHETTI 500GM,PASTA + NOODLES,PASTA,LONG PASTA,SANTA,6.0,822.0,137,CD-359519,Male,29 -39,Sunday
226,2008-07-27,298-01227,TES NON WOOVEN STITCHED,WRAPPING MATERIAL,NON WOVEN BAGS,NON WOVEN BAGS -1,TES,1.0,75.0,75,CD-681028,Female,29 -39,Sunday
227,2008-07-27,298-01156,PRESTIGE MARGARINE(ORIGINAL)500G,BREAKFAST,SPREADS,MARGARINE,PRESTIGE,1.0,190.0,190,CD-201447,Female,18 -28,Sunday
228,2008-07-27,298-01341,TS CHOCO DOUGHNUTS 120GM,TES BAKERY,TES DOUGHNUTS,CHOCOLATE DOUGHNUT,TS,2.0,100.0,50,CD-029515,Female,29 -39,Sunday
229,2008-07-27,298-01311,VELVEX P/SERVIETTE 200S V/PAC,PAPER + PLASTICS,PAPER TOWELS + NAPKINS,SERVIETTES,VELVEX,1.0,160.0,160,CD-097831,Female,18 -28,Sunday
230,2008-07-27,298-01356,ROYCO BEEF MCHUZI MIX 200G,FOOD ADDITIVES,SEASONINGS,SAVOURY,ROYCO,2.0,260.0,130,CD-254997,Male,51 -61,Sunday
231,2008-07-27,298-01283,FANTA PASSION 2LTR,COLD BEVERAGE,SODA,REGULAR,FANTA,1.0,180.0,180,CD-276789,Male,29 -39,Sunday
232,2008-07-27,298-01235,KAPUTEI BBQ SAUCE SMOKY 250GMS,FOOD ADDITIVES,CONDIMENTS,BARBEQUE SAUCE,KAPUTEI,1.0,165.0,165,CD-211209,Male,18 -28,Sunday
233,2008-07-21,298-00073,MANAGU BUNCH,FRUITS + VEG,VEGETABLES,LEAFY GREENS,MANAGU,1.0,30.0,30,CD-643671,Female,40 -50,Monday
234,2008-07-21,298-00085,BIO VANILLA  YOGHURT 150ML,DAIRY,YOGHURT,BASIC,BIO,1.0,109.0,109,CD-770627,Female,29 -39,Monday
235,2008-07-27,298-01352,INDUSTRIAL RUBBER GLOVES 110G 14',HARDWARE,PROTECTION + SAFETY EQUIPMENTS,GLOVES,INDUSTRIAL,2.0,390.0,195,CD-822794,Male,29 -39,Sunday
236,2008-07-26,298-01038,NDHIWA PACKED SUGAR 2KG,SUGAR,WHITE SUGAR,WHITE SUGAR-1,NDHIWA,1.0,206.0,206,CD-283458,Female,29 -39,Saturday
237,2008-07-27,298-01292,KETEPA HANDY TEA BAGS 25S UNTA,HOT BEVERAGE,TEA,TEA BAGS,KETEPA,1.0,50.0,50,CD-33322,Male,29 -39,Sunday
238,2008-07-27,298-01348,KENPOLY HOME FRESH 500ML #3,KITCHEN AND DINING,KITCHENWARES,STORAGE,KENPOLY,2.0,90.0,45,CD-696500,Male,18 -28,Sunday
239,2008-07-27,298-01232,RHINO KUBWA MATCH BOX - 10 S,HOUSEHOLD ESSENTIALS,GAS + HEATING ACCESSORIES,FIRE LIGHTERS AND MATCHES,RHINO,1.0,42.0,42,CD-694608,Female,40 -50,Sunday
240,2008-07-27,298-01232,GEISHA SHEA BUTTER& HONEY 125G,PERSONAL CARE,PERSONAL WASH,FAMILY SOAPS,GEISHA,1.0,50.0,50,CD-694608,Female,40 -50,Sunday
241,2008-07-26,298-01026,FRUITVILLE GUAVA DRINK 500ML,COLD BEVERAGE,JUICE,RTD FRUIT JUICE,FRUITVILLE,1.0,60.0,60,CD-015071,Female,29 -39,Saturday
242,2008-07-27,298-01308,TS WHITE BREAD 600G,TES BAKERY,TES BREAD,TES BREAD ROLLS,TS,1.0,0.0,65,CD-611584,Male,29 -39,Sunday
243,2008-07-21,298-00105,PEMBE ATTA MARK 1 2KG,FLOUR,WHEAT FLOUR,ATTA MARK FLOUR,PEMBE,1.0,138.0,138,CD-431135,Male,73 -83,Monday
244,2008-07-25,298-01004,TS MELTING CHOC DIPS 2S 50,TES BAKERY,TES COOKIES/BISCUITS,TEMPTATION BAR-COOKIES,TS,1.0,50.0,50,CD-349149,Male,29 -39,Friday
245,2008-07-27,298-01232,HARPIC POWER PLUS ORIG 200ML,HOME CLEANING,TOILET + SEPTIC CARE,LIQUID TOILET CLEANERS,HARPIC,1.0,100.0,100,CD-694608,Female,40 -50,Sunday
246,2008-07-27,298-01352,KABRAS PACKED SUGAR 2KG,SUGAR,WHITE SUGAR,WHITE SUGAR-1,KABRAS,1.0,199.0,199,CD-822794,Male,29 -39,Sunday
247,2008-07-27,298-01357,KENPOLY WASTE PAPER BASKET #1,HOMECARE ACCESSORIES,CLEANING,SANITATION,KENPOLY,1.0,130.0,130,CD-814593,Male,18 -28,Sunday
248,2008-07-27,298-01347,FESTIVE MILKY LOAF 400GM,CONFECTIONARY,BREAD,BREAD ROLLS,FESTIVE,1.0,50.0,50,CD-682075,Male,40 -50,Sunday
249,2008-07-27,298-01241,PROTEX ALOE SOAP 150G,PERSONAL CARE,PERSONAL WASH,ANTIBACTERIA SOAPS,PROTEX,1.0,149.0,149,CD-359519,Male,29 -39,Sunday
250,2008-07-27,298-01097,FRESH FRI COOKING OIL 2LTR,FATS & OILS,VEGETABLE OIL,VEGETABLE OIL-1,FRESH,1.0,399.0,399,CD-767689,Male,40 -50,Sunday
251,2008-07-25,298-00983,KENPOLY DUSTPAN SMALL #1,HOMECARE ACCESSORIES,CLEANING,SANITATION,KENPOLY,1.0,60.0,60,CD-252130,Male,18 -28,Friday
252,2008-07-27,298-01308,BLUE BAND MEDIUM FAT 1KG,BREAKFAST,SPREADS,MARGARINE,BLUE,1.0,380.0,380,CD-611584,Male,29 -39,Sunday
253,2008-07-27,298-01260,IMP.LEATHER CLASSIC SOAP 175G B2G1,PERSONAL CARE,PERSONAL WASH,FAMILY SOAPS,IMP.LEATHER,1.0,254.0,254,CD-192357,Female,18 -28,Sunday
254,2008-07-27,298-01269,NIVEA FRESH R/ON MEN 50ML,PERSONAL CARE,DEODORANTS & ANTI-PERSPARANTS,ROLL-ONS,NIVEA,1.0,236.0,315,CD-207673,Female,40 -50,Sunday
255,2008-07-27,298-01248,SOSSI BEEF CHUNKS 80G,"CANNED , TINNED + PACKAGED FOOD",SOYA,SOYA CHUNKS,SOSSI,2.0,60.0,30,CD-202980,Male,18 -28,Sunday
256,2008-07-27,298-01165,AFRI CLEAR TAPE 18MM*35MT #701,STATIONERY,OFFICE STATIONERY,OFFICE ADHESIVES,AFRI,1.0,24.0,24,CD-026449,Female,18 -28,Sunday
257,2008-07-27,298-01165,NON WOOVEN PACKAGING BAG #25,WRAPPING MATERIAL,POLYTHENE BAGS,POLYTHENE BAGS -1,NON,1.0,15.0,15,CD-026449,Female,18 -28,Sunday
258,2008-07-27,298-01328,TS BROWN BUN 400G 6'S,TES BAKERY,TES BUNS/ROLLS,TES BUNS,TS,1.0,55.0,55,CD-784784,Female,29 -39,Sunday
259,2008-07-27,298-01268,RHINO KUBWA MATCH BOX - 10 S,HOUSEHOLD ESSENTIALS,GAS + HEATING ACCESSORIES,FIRE LIGHTERS AND MATCHES,RHINO,1.0,42.0,42,CD-284726,Female,62 -72,Sunday
260,2008-07-27,298-01165,N&L ENERG&HYD MEN LOTION 400ML,BEAUTY,BODY CARE,SKIN LOTIONS,N&L,1.0,140.0,175,CD-026449,Female,18 -28,Sunday
261,2008-07-27,298-01180,JANDEE CARAMEL POPCORN 50G,SNACKS,CORN SNACKS,CORN SNACKS-1,JANDEE,2.0,200.0,100,CD-360030,Female,18 -28,Sunday
262,2008-07-27,298-01297,TS QUEEN CAKE 6PC 360GM,TES BAKERY,TES QUEEN CAKES / MUFFINS,QUEEN MUFFINS,TS,1.0,79.0,79,CD-309218,Female,18 -28,Sunday
263,2008-07-27,298-01160,NON WOOVEN PACKAGING BAG #25,WRAPPING MATERIAL,POLYTHENE BAGS,POLYTHENE BAGS -1,NON,1.0,15.0,15,CD-358349,Female,18 -28,Sunday
264,2008-07-27,298-01268,UGALI AFYA 2KG,FLOUR,MAIZE FLOUR,SPECIAL MAIZE FLOUR,UGALI,1.0,204.0,204,CD-284726,Female,62 -72,Sunday
265,2008-07-27,298-01269,TS WHITE BREAD 600G,TES BAKERY,TES BREAD,TES BREAD ROLLS,TS,1.0,65.0,65,CD-207673,Female,40 -50,Sunday
266,2008-07-25,298-01004,DELAMERE LEMON BISC. F/YGHT 250ML C,DAIRY,YOGHURT,PREMIUM,DELAMERE,1.0,67.0,67,CD-349149,Male,29 -39,Friday
267,2008-07-26,298-01080,VASELINE MENCOOLINGJELLY 250ML,BEAUTY,BODY CARE,JELLIES,VASELINE,1.0,239.0,239,CD-164284,Female,18 -28,Saturday
268,2008-07-27,298-01356,SWEET POTATOES RED P/KG,FRUITS + VEG,VEGETABLES,TUBERS,SWEET,1.14782609,132.0,115,CD-254997,Male,51 -61,Sunday
269,2008-07-25,298-00921,FRUSION S/B YOG V/PACK 6*100ML,DAIRY,YOGHURT,PREMIUM,FRUSION,1.0,381.0,381,CD-233613,Male,29 -39,Friday
270,2008-07-27,298-01241,GREENFOREST SQUEEZE HONEY 500G,BREAKFAST,SPREADS,HONEY,GREENFOREST,1.0,409.0,409,CD-359519,Male,29 -39,Sunday
271,2008-07-27,298-01250,L.G SHOE BRUSH M\BRISTLE G8 PV,HOUSEHOLD ESSENTIALS,SHOE CARE,SHOE ACCESSORIES,L.G,1.0,147.0,147,CD-945428,Male,40 -50,Sunday
272,2008-07-27,298-01142,CROM CASABLANCA B/GLASS#52708,KITCHEN AND DINING,TABLEWARES,DRINKWARES,CROM,5.0,840.0,168,CD-966516,Female,18 -28,Sunday
273,2008-07-27,298-01232,SUNLIGHT TROPICAL SENS. 1KG SAT,LAUNDRY,DETERGENTS,HANDWASH DETERGENTS,SUNLIGHT,1.0,230.0,250,CD-694608,Female,40 -50,Sunday
274,2008-07-27,298-01356,GNOMIS FRIED PEANUT 200G,SNACKS,NUTS,CLEAR PACK NUTS,GNOMIS,1.0,100.0,100,CD-254997,Male,51 -61,Sunday
275,2008-07-27,298-01222,K.C.C GOLD CROWN FINO MILK 500,DAIRY,LONGLIFE MILK,PLAIN,K.C.C,12.0,576.0,48,CD-200010,Female,18 -28,Sunday
276,2008-07-27,298-01356,BIO NATURAL YOGHURT 150ML,DAIRY,YOGHURT,NATURAL YOGHURT,BIO,4.0,436.0,109,CD-254997,Male,51 -61,Sunday
277,2008-07-25,298-00947,HARPIC POWER PLUS ORIG 200ML,HOME CLEANING,TOILET + SEPTIC CARE,LIQUID TOILET CLEANERS,HARPIC,1.0,100.0,100,CD-048257,Female,18 -28,Friday
278,2008-07-26,298-01081,MANAGU BUNCH,FRUITS + VEG,VEGETABLES,LEAFY GREENS,MANAGU,1.0,30.0,30,CD-367110,Female,18 -28,Saturday
279,2008-07-25,298-00905,KIWI BLACK POLISH 100ML,HOUSEHOLD ESSENTIALS,SHOE CARE,SHOE POLISH,KIWI,1.0,169.0,169,CD-078399,Female,18 -28,Friday
280,2008-07-27,298-01356,PRIDE LEMON D/WASH PASTE 400G,HOME CLEANING,DISH WASHING,DISH WASHING PASTE,PRIDE,1.0,194.0,194,CD-254997,Male,51 -61,Sunday
281,2008-07-27,298-01192,BARAKA CHAI TEA 500G,HOT BEVERAGE,TEA,LOOSE TEA,BARAKA,1.0,220.0,220,CD-667934,Male,51 -61,Sunday
282,2008-07-27,298-01252,NUVITA CHOCOCHIP COOKIES 100G,SNACKS,BISCUITS,COOKIES,NUVITA,1.0,72.0,72,CD-210961,Male,29 -39,Sunday
283,2008-07-27,298-01180,WATERMELON P/KG,FRUITS + VEG,FRUITS,LOCAL FRUITS,WATERMELON,2.86075949,226.0,79,CD-360030,Female,18 -28,Sunday
284,2008-07-27,298-01312,INDOMIE INSTANT NOODLES 5PC,PASTA + NOODLES,NOODLES,WHEAT NOODLES,INDOMIE,1.0,98.0,98,CD-713788,Male,18 -28,Sunday
